name,loc,tweet,time,rt,rt_name
 Eric Holman," Halifax, Nova Scotia", @brendan96614568 Dartmouth does have the best views of Halifax! Also everything you need in Halifax can be found in ,2019-02-25 19:52:14,,
,,,,,
 Graham Mynott, Yorkshire, *Hear hear* Completely agree @HOT_CEO_Halifax. It seems odd having to convince we already have #socialprescribing i ,2019-02-25 19:51:55, Great initiative by @NichollsWarren! Exactly the type of activity supported by @stayingwellcal Calderdale's ,2019-02-25 16:29:30
,,,,,
 Vancity_FC," Vancouver, Canada", RT @Pacificfccpl: Pacific FC game day vibes! It all gets going this April. the fun:  #PacificFC,2019-02-25 19:51:51,,
,,,,,
 HFX Wanderers FC," Halifax, Nova Scotia"," U0001f32a After 16 years, Hurricane Juan makes his return to Halifax.U0001f1f5U0001f1ea Except... this time he a Peruvian.Thank you ",2019-02-25 19:51:37, @HfxWanderersFC @jdiegoguti Welcome Hurricane Juan #COYW,2019-02-25 18:48:06
,,,,,
 halifaxnoise," Halifax, Nova Scotia"," RT @NEWS957: Man gets 7 years for beating, raping and taunting Halifax-area sex worker. ",2019-02-25 19:51:35,,
,,,,,
 Joanne Fitzpatrick," Wakefield, England", @GarryPatten1 @FevRovers @merrick_matthew @TheRFL @RLChampionships @Halifax_RLFC @CAMKINGY @LDNutritionltd ,2019-02-25 19:51:32,,
,,,,,
 sab," Nova Scotia, Canada", @rarelikecandy Not much I can do. Might move to Halifax tbh,2019-02-25 19:51:32,,
,,,,,
 NEWS 95.7 Halifax," Halifax, Nova Scotia, Canada"," Man gets 7 years for beating, raping and taunting Halifax-area sex worker. ",2019-02-25 19:51:08,,
,,,,,
 BCSoccerWeb.com," Vancouver, BC", RT @aftncanada: NEW: @HFXWanderersFC coaching staff built on Hart foundation and connections - @FromAwaysHFX looks at the management team S,2019-02-25 19:51:07,,
,,,,,
 xgnightstalker," Louisiana, USA", RT @hambinooo: Team Killing With Kindness making their worldwide debut in @TwitchEsports COD Blackout Rivals 02/27/19 at 2:15 EST Let's d,2019-02-25 19:51:05,,
,,,,,
 Vu Ha," Ottawa, ON, Canada"," RT @BenMkWrites: When life forces you apart, love only grows stronger. Follow us, RT + Reply w/ your city to enter to #win passes to an adv",2019-02-25 19:50:54,,
,,,,,
 cochrane101," England, United Kingdom", @twlldun He was Halifax secret intermediary to the Swedes/Nazis in 1940.Questionable how much he had to smile about,2019-02-25 19:50:20,,
,,,,,
 NS Procurement, Nova Scotia, RFQ - RIM DITCHING - ONE SECTION IN HALIFAX &amp; COLCHESTER COUNTIES | NS_TIR #nsgov ,2019-02-25 19:50:16,,
,,,,,
 Trident News," Halifax, NS"," These shoes were made for walking. During the CFB Halifax Walk on Wed 27 Feb, at 1030. ",2019-02-25 19:50:12,,
,,,,,
 Halifax, , @Amy_j_easton You can find instructions on how to pay in cheques with your Mobile Banking app here: ,2019-02-25 19:50:00,,
,,,,,
 Captain Chaos," Richmond, BC", RT @CBCNews: Archaeologist says the large chamber underneath Province House in Halifax isn't mentioned in any records or maps. ,2019-02-25 19:49:57,,
,,,,,
 BeReal," Langley, British Columbia", RT @CTVNews: Canada grants visas to relatives of Barho family devastated by Halifax fire ,2019-02-25 19:49:42,,
,,,,,
 WX Halifax," Halifax, NS, Canada", Mon 16:00: Tonight: Flurries. Wind southwest 30 km/h gusting to 50 becoming northwest 40 gusting to 60 late this ev ,2019-02-25 19:49:38,,
,,,,,
 halifaxnoise," Halifax, Nova Scotia"," from @voyageswithmelissa  Last Minute Pricing From #Halifax  packages include direct Flights, 7 Nights All- ",2019-02-25 19:49:20,,
,,,,,
 uxsalonhfx," Halifax, Nova Scotia", RT @DigitalNS: Do you know someone who loves building relationships and working directly with stakeholders? We're hiring for our new Member,2019-02-25 19:48:54,,
,,,,,
 YIFA , Yorkshire, @BBC_ARoadshow is being shown from Halifax @ThePieceHall this Sunday. Our Italian @CONIFAOfficial contingent will b ,2019-02-25 19:48:40,,
,,,,,
 Pretty Archie, Canada," RT @wendyphillipspr: After their sold out 'Hanging On' album release show in 2018, fun-loving &amp; energetic #folk #rock #country #bluegrass,",2019-02-25 19:48:23,,
,,,,,
 PokerFace, , RT @Dolarpo: Breaking: The final results from Halifax Collation centre in Canada are in. AAC 3275APC 15ANN 2255PDP 27Other parties 55,2019-02-25 19:48:14,,
,,,,,
 David McCoubrey, , RT @TrafficNS: MISSING PERSON: Police are seeking the public help in locating Olivia Julia Evans last seen this morning on Victoria Rd in,2019-02-25 19:48:12,,
,,,,,
 Peter Sawanda, ," @christiansmit In this case, it will be part of an amusement park... No travel to Halifax or any place what so ever ",2019-02-25 19:48:08,,
,,,,,
 SK, ," RT @BenMkWrites: When life forces you apart, love only grows stronger. Follow us, RT + Reply w/ your city to enter to #win passes to an adv",2019-02-25 19:48:00,,
,,,,,
 Chat Online XXX, , 3d sexvilla 2 oxin s style grannies porn sites taylor dooley naked photos sleeping black girl fucked teens fetish p ,2019-02-25 19:46:49,,
,,,,,
 Adam Vaughan U0001f1e8U0001f1e6, Toronto, RT @CBCAlerts: BREAKING: Halifax MP Andy Fillmore says 'several family members' of Syrian refugee parents who lost their 7 children in a ho,2019-02-25 19:46:15,,
,,,,,
 Rodrigo, Canada," RT @BenMkWrites: When life forces you apart, love only grows stronger. Follow us, RT + Reply w/ your city to enter to #win passes to an adv",2019-02-25 19:46:12,,
,,,,,
 fourteeneighteen, Leamington Spa UK," @Howson_Halifax It mentioned in that article, but frankly I not sure why. Maybe I just missing things but aft ",2019-02-25 19:46:01,,
,,,,,
 Steven Moore, Newcastle - Stoke - Venice, RT @BBC_ARoadshow: It's Halifax not Venice! #AntiquesRoadshow comes from the stunningly beautiful @ThePieceHall in #Yorkshire next Sunday #,2019-02-25 19:46:01,,
,,,,,
 Elizabeth McSheffrey," Halifax, Nova Scotia", RT @globalhalifax: Several family members of Syrian refugees who lost seven of their children in a tragic fire in #Halifax last week are ex,2019-02-25 19:45:51,,
,,,,,
 WX Halifax," Halifax, NS, Canada", Mon 15:39: Light Snowshower; Temp 0.1 C; Wind W 31 km/h gust 46 km/h; Humidity 84%; Press 98.6 kPa  rising. ,2019-02-25 19:45:49,,
,,,,,
 CTV Vancouver," Vancouver, British Columbia", Several relatives have been granted visas to help the grieving Syrian couple who lost seven children in a Halifax h ,2019-02-25 19:45:44,,
,,,,,
 Rod Murray," Fergus, ON", RT @CBCNews: Archaeologist says the large chamber underneath Province House in Halifax isn't mentioned in any records or maps. ,2019-02-25 19:45:38,,
,,,,,
 Elizabeth McSheffrey," Halifax, Nova Scotia"," RT @rlordglobal: From Andy Fillmore, Halifax Liberal MP, r.e. #Barho relatives coming to Canada : ",2019-02-25 19:45:35,,
,,,,,
 Elizabeth McSheffrey," Halifax, Nova Scotia"," RT @globalhalifax: Matthew Gerald Kennedy was released on $1,500 bond and is required to stay at a residence in Bedford when not attending",2019-02-25 19:45:27,,
,,,,,
 brendan_r, , Moving to Dartmouth sounds like the best option #halifax,2019-02-25 19:44:56,,
,,,,,
 Vishpala, , @Halifax U0001f609,2019-02-25 19:44:41,,
,,,,,
 Kaderin," MONTREAL, CANADA", RT @Halifax: Monday is Better Together! We all can use a little pick me up today &lt;3  ,2019-02-25 19:44:26,,
,,,,,
 CannburU0001f1e8U0001f1e6," Cariboo, British Columbia", RT @MISSINGinCANADA: Halifax Regional Police is seeking the public help in locating a missing person.  Seventeen-year-old Olivia Julia Ev,2019-02-25 19:44:17,,
,,,,,
 Duane Linton, HRM, Number of people without a family doctor who showed up to a Halifax-area ER more than tripled in five years ,2019-02-25 19:43:14,,
,,,,,
 Halifax_Groove, , @PierreVLeBrun They'll likely trade Ferland for Cliff Pu again.,2019-02-25 19:42:59,,
,,,,,
 Pizza Delight Canada, Atlantic Canada," @johnstrow Thanks, John! Stay tuned for the Halifax Pizza Delight opening date. U0001f600-Emma",2019-02-25 19:42:36,,
,,,,,
 Stephen kellett, , @cctv_idiots @BrianRitson reminds me of a very good late friend of ours in the days back in Halifax night club,2019-02-25 19:42:18,,
,,,,,
 Nancy Ross," Halifax, NS, Canada", RT @haligonia: Halifax Regional Police is seeking the public help in locating a missing person.** Release :  htt,2019-02-25 19:42:12,,
,,,,,
 Cohen MacInnis," Halifax, Nova Scotia", RT @SummitGroupHFX: U0001f4cdU0001f4c8 Market Stats for Metro Halifax #Halifax #HalifaxRealEstate #HalifaxNS #RealEstateStats ,2019-02-25 19:42:11,,
,,,,,
 Summit Group Halifax," Halifax, Nova Scotia", U0001f4cdU0001f4c8 Market Stats for Metro Halifax #Halifax #HalifaxRealEstate #HalifaxNS #RealEstateStats ,2019-02-25 19:41:32,,
,,,,,
 Nora Valentino," from Minto, NB ", RT @CBCAlerts: BREAKING: Halifax MP Andy Fillmore says 'several family members' of Syrian refugee parents who lost their 7 children in a ho,2019-02-25 19:41:29,,
,,,,,
 Phillips PR, Atlantic Canada," After their sold out 'Hanging On' album release show in 2018, fun-loving &amp; energetic #folk #rock #country ",2019-02-25 19:41:26,,
,,,,,
 Arielle Piat-Sauvxe9," Toronto, Ontario", Relatives arriving in Canada today to support refugee parents whose 7 children died in Halifax fire ,2019-02-25 19:41:25,,
,,,,,
 John Strowbridge," Beaver Bank, Nova Scotia, U0001f1e8U0001f1e6", PD on Twitter. Hope we get the Halifax location back open soon! My fav pizza place in the world....... ,2019-02-25 19:41:15, Welcome home to #PizzaDelightCAN U0001f60d,2019-02-25 19:39:13
,,,,,
 Randy, ," RT @greatbigseas: With less fanfare and far greater significance than its kitschy cousin just down the coast, #Sambro Island Light (1758) s",2019-02-25 19:40:46,,
,,,,,
 Jillyfell, ," RT @BenMkWrites: When life forces you apart, love only grows stronger. Follow us, RT + Reply w/ your city to enter to #win passes to an adv",2019-02-25 19:40:29,,
,,,,,
 hambinooo," Raleigh, NC", Team Killing With Kindness making their worldwide debut in @TwitchEsports COD Blackout Rivals 02/27/19 at 2:15 EST ,2019-02-25 19:39:38,,
,,,,,
 Prakit T., ," RT @BenMkWrites: When life forces you apart, love only grows stronger. Follow us, RT + Reply w/ your city to enter to #win passes to an adv",2019-02-25 19:39:36,,
,,,,,
 Gary LeDrew," Sydney, Cape Breton Island", Canada grants visas to relatives of Barho family devastated by Halifax fire ,2019-02-25 19:39:31,,
,,,,,
 JDC Recruitment, UK," Most mortgages go to first-time buyers, Halifax research shows ",2019-02-25 19:39:00,,
,,,,,
 GUNPOSTU0001f1e8U0001f1e6, Canada, For sale: Belgian BAR II ,2019-02-25 19:38:17,,
,,,,,
 Kendas," Vancouver, British Columbia"," RT @BenMkWrites: When life forces you apart, love only grows stronger. Follow us, RT + Reply w/ your city to enter to #win passes to an adv",2019-02-25 19:38:16,,
,,,,,
 Garry Patten, , @FevRovers @merrick_matthew @TheRFL @RLChampionships @Halifax_RLFC @CAMKINGY @LDNutritionltd @Unofficial_Fev ,2019-02-25 19:38:07,,
,,,,,
 Greg MacEachern," Ottawa, Ontario", RT @CBCAlerts: BREAKING: Halifax MP Andy Fillmore says 'several family members' of Syrian refugee parents who lost their 7 children in a ho,2019-02-25 19:37:45,,
,,,,,
 Mikk w Clermont, 3 rd rock from the sun, RT @CBCNews: Archaeologist says the large chamber underneath Province House in Halifax isn't mentioned in any records or maps. ,2019-02-25 19:37:44,,
,,,,,
 Thomas M. Littlewood," Guelph, Ontario", RT @CBCNews: Archaeologist says the large chamber underneath Province House in Halifax isn't mentioned in any records or maps. ,2019-02-25 19:36:09,,
,,,,,
 Rxe9mo Rea, Citizen of the World, RT @CBCNews: Archaeologist says the large chamber underneath Province House in Halifax isn't mentioned in any records or maps. ,2019-02-25 19:35:21,,
,,,,,
 k a y l a," Toronto, Ontario"," RT @BenMkWrites: When life forces you apart, love only grows stronger. Follow us, RT + Reply w/ your city to enter to #win passes to an adv",2019-02-25 19:35:07,,
,,,,,
 TMJ-FLD Jobs," Daytona Beach, FL"," Nervous to apply for a job like ""Mental Health Technician - Psychiatric Services"" at Halifax Health? Apply even if ",2019-02-25 19:35:00,,
,,,,,
 Steve Coville," Kingston, Ontario", RT @CBCNews: Archaeologist says the large chamber underneath Province House in Halifax isn't mentioned in any records or maps. ,2019-02-25 19:34:53,,
,,,,,
 TravelmyStories," 28.379916,-81.588879"," Have you ever been in Halifax,xa0Canada?  ",2019-02-25 19:34:14,,
,,,,,
 Samantha Anderson," Toronto, ON", RT @CBCNews: Archaeologist says the large chamber underneath Province House in Halifax isn't mentioned in any records or maps. ,2019-02-25 19:33:39,,
,,,,,
 actualitxe9 soccer canadien, Canada, Deux sud-americains signent xe0 Halifax! ,2019-02-25 19:33:06, U0001f30a Wanderers make international splash with South American attacking duo. Colombian striker Luis Alberto Perea a ,2019-02-25 17:56:29
,,,,,
 HalifaxToday, Hal," Man gets 7 years for beating, raping and taunting Halifax-area sex worker  ",2019-02-25 19:33:04,,
,,,,,
 Irenee R Anderson, ," RT @BenMkWrites: When life forces you apart, love only grows stronger. Follow us, RT + Reply w/ your city to enter to #win passes to an adv",2019-02-25 19:32:52,,
,,,,,
 Monica," Guelph/Toronto Ont, Canada"," RT @BenMkWrites: When life forces you apart, love only grows stronger. Follow us, RT + Reply w/ your city to enter to #win passes to an adv",2019-02-25 19:32:22,,
,,,,,
 Andrew Perkins," Halifax, Nova Scotia, Canada", Check out @prepproperties newest vacation rental at the beautiful Qlofts condo building in North End Halifax It a ,2019-02-25 19:31:31,,
,,,,,
 clownf1st, United Kingdom, RT @CBCNews: Archaeologist says the large chamber underneath Province House in Halifax isn't mentioned in any records or maps. ,2019-02-25 19:31:14,,
,,,,,
 Sharlene, ," RT @JustineDol: Are you a first-time mom?Have you given birth in the past 2 months at the IWK Health Centre in Halifax?If so, contact m",2019-02-25 19:30:58,,
,,,,,
 mum, Canada, RT @CBCNews: Archaeologist says the large chamber underneath Province House in Halifax isn't mentioned in any records or maps. ,2019-02-25 19:30:51,,
,,,,,
 Christopher Peacock," Brighouse, England"," Today, on the 25th February 2019, I saw a portly man sat proudly topless on a bench in Halifax town centre.It w ",2019-02-25 19:30:51,,
,,,,,
 Thomas Cullen, Ottawa U0001f1e8U0001f1e6    Chicago U0001f1faU0001f1f8, RT @CBCNews: Archaeologist says the large chamber underneath Province House in Halifax isn't mentioned in any records or maps. ,2019-02-25 19:30:43,,
,,,,,
 Stewart McKelvey Law, ," Congratulations to all those who participated in the #FoxMoot last weekend, including the winners from @UTLaw! Hali ",2019-02-25 19:30:40,,
,,,,,
 Allie futterer," Toronto, Ontario"," RT @BenMkWrites: When life forces you apart, love only grows stronger. Follow us, RT + Reply w/ your city to enter to #win passes to an adv",2019-02-25 19:30:24,,
,,,,,
 CBC News, Canada, Archaeologist says the large chamber underneath Province House in Halifax isn't mentioned in any records or maps. ,2019-02-25 19:30:23,,
,,,,,
 Sign Media Canada," Richmond Hill, ON", Award-winning Mi'kmaq artist's public art installation unveiled at Zatzman Sportsplex  | Hal ,2019-02-25 19:30:14,,
,,,,,
 A Anderson," Winnipeg, Manitoba"," RT @BenMkWrites: When life forces you apart, love only grows stronger. Follow us, RT + Reply w/ your city to enter to #win passes to an adv",2019-02-25 19:29:56,,
,,,,,
 Gurjeet," Berlin, Germany", @vesper1978 @trailerparkboys @Mackinnon9 @Bmarch63 @TJ_Grant I would call that a Hell-Effin-No chance.. no idea who ,2019-02-25 19:29:48,,
,,,,,
 Red Door Realty," Nova Scotia, Canada"," RED HOT LISTING!Stroll across the street to the Halifax Commons, skating at the Oval, dinner at some of Halifax ",2019-02-25 19:29:48,,
,,,,,
 TSM Halifax, , Around the time my brothers and I moved out my Dad pick up this guy. Was down to his place using it while he's away ,2019-02-25 19:29:44,,
,,,,,
 Beverley," Bedford, Nova Scotia", RT @hfxgov: Main arterial streets are clear and passable. Most residential streets have been cleared and crews are addressing any remaining,2019-02-25 19:29:41,,
,,,,,
 Pyramid_As-Built," Halifax, Nova Scotia"," @Graham__Hancock No Halifax, Canada Graham?  I was really hoping to speak with you for a few minutes.",2019-02-25 19:29:39,,
,,,,,
 TopicUK, Yorkshire and The Humber, RT @Calderdale: The @letouryorkshire trophies are visiting Halifax again! Both trophies and the fab @Welcome2Yorks branded car will be on d,2019-02-25 19:29:33,,
,,,,,
